Orthogroup	Duplications (all)	Duplications (50% support)
OG0007963	0	0
OG0007964	0	0
OG0007965	0	0
OG0007966	0	0
OG0007967	0	0
OG0007968	0	0
OG0007969	0	0
OG0007970	0	0
OG0007971	0	0
OG0007972	0	0
OG0007973	0	0
OG0007974	0	0
OG0007975	0	0
OG0007976	0	0
OG0007977	0	0
OG0007978	0	0
OG0007979	0	0
OG0007980	0	0
OG0007981	0	0
OG0007982	0	0
OG0007983	0	0
OG0007984	0	0
OG0007985	0	0
OG0007986	0	0
OG0007987	0	0
OG0007988	0	0
OG0007989	0	0
OG0007990	0	0
OG0007991	0	0
OG0007992	0	0
OG0007993	0	0
OG0007994	0	0
OG0007995	0	0
OG0007996	0	0
OG0007997	0	0
OG0007998	0	0
OG0007999	0	0
OG0008000	0	0
OG0008001	0	0
OG0008002	0	0
OG0008003	0	0
OG0008004	0	0
OG0008005	0	0
OG0008006	0	0
OG0008007	0	0
OG0008008	0	0
OG0008009	0	0
OG0008010	0	0
OG0008011	0	0
OG0008012	0	0
OG0008013	0	0
OG0008014	0	0
OG0008015	0	0
OG0008016	0	0
OG0008017	0	0
OG0008018	0	0
OG0008019	0	0
OG0008020	0	0
OG0008021	0	0
OG0008022	0	0
OG0008023	0	0
OG0008024	0	0
OG0008025	0	0
OG0008026	0	0
OG0008027	0	0
OG0008028	0	0
OG0008029	0	0
OG0008030	0	0
OG0008031	0	0
OG0008032	0	0
OG0008033	0	0
OG0008034	0	0
OG0008035	0	0
OG0008036	0	0
OG0008037	0	0
OG0008038	0	0
OG0008039	0	0
OG0008040	0	0
OG0008041	0	0
OG0008042	0	0
OG0008043	0	0
OG0008044	0	0
OG0008045	0	0
OG0008046	0	0
OG0008047	0	0
OG0008048	0	0
OG0008049	0	0
OG0008050	0	0
OG0008051	0	0
OG0008052	0	0
OG0008053	0	0
OG0008054	0	0
OG0008055	0	0
OG0008056	0	0
OG0008057	0	0
OG0008058	1	1
OG0008059	0	0
OG0008060	0	0
OG0008061	0	0
OG0008062	0	0
OG0008063	0	0
OG0008064	0	0
OG0008065	0	0
OG0008066	0	0
OG0008067	0	0
OG0008068	0	0
OG0008069	0	0
OG0008070	0	0
OG0008071	0	0
OG0008072	0	0
OG0008073	0	0
OG0008074	0	0
OG0008075	0	0
OG0008076	0	0
OG0008077	0	0
OG0008078	0	0
OG0008079	0	0
OG0008080	0	0
OG0008081	0	0
OG0008082	0	0
OG0008083	0	0
OG0008084	0	0
OG0008085	0	0
OG0008086	0	0
OG0008087	0	0
OG0008088	0	0
OG0008089	0	0
OG0008090	0	0
OG0008091	0	0
OG0008092	0	0
OG0008093	0	0
OG0008094	0	0
OG0008095	0	0
OG0008096	0	0
OG0008097	0	0
OG0008098	0	0
OG0008099	0	0
OG0008100	0	0
OG0008101	0	0
OG0008102	0	0
OG0008103	0	0
OG0008104	0	0
OG0008105	0	0
OG0008106	0	0
OG0008107	0	0
OG0008108	0	0
OG0008109	0	0
OG0008110	0	0
OG0008111	0	0
OG0008112	0	0
OG0008113	0	0
OG0008114	0	0
OG0008115	0	0
OG0008116	0	0
OG0008117	0	0
OG0008118	0	0
OG0008119	0	0
OG0008120	0	0
OG0008121	0	0
OG0008122	0	0
OG0008123	0	0
OG0008124	0	0
OG0008125	0	0
OG0008126	0	0
OG0008127	0	0
OG0008128	0	0
OG0008129	0	0
OG0008130	0	0
OG0008131	0	0
OG0008132	0	0
OG0008133	0	0
OG0008134	0	0
OG0008135	0	0
OG0008136	0	0
OG0008137	0	0
OG0008138	0	0
OG0008139	0	0
OG0008140	0	0
OG0008141	0	0
OG0008142	0	0
OG0008143	0	0
OG0008144	0	0
OG0008145	0	0
OG0008146	0	0
OG0008147	0	0
OG0008148	0	0
OG0008149	0	0
OG0008150	0	0
OG0008151	0	0
OG0008152	0	0
OG0008153	0	0
OG0008154	0	0
OG0008155	0	0
OG0008156	0	0
OG0008157	0	0
OG0008158	1	1
OG0008159	0	0
OG0008160	0	0
OG0008161	0	0
OG0008162	0	0
OG0008163	0	0
OG0008164	0	0
OG0008165	0	0
OG0008166	0	0
OG0008167	0	0
OG0008168	0	0
OG0008169	0	0
OG0008170	0	0
OG0008171	0	0
OG0008172	0	0
OG0008173	0	0
OG0008174	0	0
OG0008175	0	0
OG0008176	0	0
OG0008177	0	0
OG0008178	0	0
OG0008179	0	0
OG0008180	0	0
OG0008181	0	0
OG0008182	0	0
OG0008183	0	0
OG0008184	0	0
OG0008185	0	0
OG0008186	0	0
OG0008187	0	0
OG0008188	0	0
OG0008189	0	0
OG0008190	0	0
OG0008191	0	0
OG0008192	0	0
OG0008193	0	0
OG0008194	0	0
OG0008195	0	0
OG0008196	0	0
OG0008197	0	0
OG0008198	0	0
OG0008199	0	0
OG0008200	0	0
OG0008201	0	0
OG0008202	0	0
OG0008203	0	0
OG0008204	0	0
OG0008205	0	0
OG0008206	0	0
OG0008207	0	0
OG0008208	0	0
OG0008209	0	0
OG0008210	0	0
OG0008211	0	0
OG0008212	0	0
OG0008213	0	0
OG0008214	0	0
OG0008215	0	0
OG0008216	0	0
OG0008217	0	0
OG0008218	0	0
OG0008219	0	0
OG0008220	0	0
OG0008221	0	0
OG0008222	0	0
OG0008223	0	0
OG0008224	0	0
OG0008225	0	0
OG0008226	0	0
OG0008227	0	0
OG0008228	0	0
OG0008229	0	0
OG0008230	0	0
OG0008231	0	0
OG0008232	0	0
OG0008233	0	0
OG0008234	0	0
OG0008235	0	0
OG0008236	0	0
OG0008237	0	0
OG0008238	0	0
OG0008239	0	0
OG0008240	0	0
OG0008241	0	0
OG0008242	0	0
OG0008243	0	0
OG0008244	0	0
OG0008245	0	0
OG0008246	0	0
OG0008247	0	0
OG0008248	0	0
OG0008249	0	0
OG0008250	0	0
OG0008251	0	0
OG0008252	0	0
OG0008253	0	0
OG0008254	0	0
OG0008255	0	0
OG0008256	0	0
OG0008257	0	0
OG0008258	0	0
OG0008259	0	0
OG0008260	0	0
OG0008261	0	0
OG0008262	0	0
OG0008263	0	0
OG0008264	0	0
OG0008265	0	0
OG0008266	0	0
OG0008267	0	0
OG0008268	0	0
OG0008269	0	0
OG0008270	0	0
OG0008271	0	0
OG0008272	0	0
OG0008273	0	0
OG0008274	0	0
OG0008275	0	0
OG0008276	0	0
OG0008277	0	0
OG0008278	0	0
OG0008279	0	0
OG0008280	0	0
OG0008281	0	0
OG0008282	0	0
OG0008283	0	0
OG0008284	0	0
OG0008285	0	0
OG0008286	0	0
OG0008287	0	0
OG0008288	0	0
OG0008289	0	0
OG0008290	0	0
OG0008291	0	0
OG0008292	0	0
OG0008293	0	0
OG0008294	0	0
OG0008295	0	0
OG0008296	0	0
OG0008297	0	0
OG0008298	0	0
OG0008299	0	0
OG0008300	0	0
OG0008301	0	0
OG0008302	0	0
OG0008303	0	0
OG0008304	0	0
OG0008305	0	0
OG0008306	0	0
OG0008307	0	0
OG0008308	0	0
OG0008309	0	0
OG0008310	0	0
OG0008311	0	0
OG0008312	0	0
OG0008313	0	0
OG0008314	0	0
OG0008315	0	0
OG0008316	0	0
OG0008317	0	0
OG0008318	0	0
OG0008319	0	0
OG0008320	0	0
OG0008321	0	0
OG0008322	0	0
OG0008323	0	0
OG0008324	0	0
OG0008325	0	0
OG0008326	0	0
OG0008327	0	0
OG0008328	0	0
OG0008329	0	0
OG0008330	0	0
OG0008331	0	0
OG0008332	0	0
OG0008333	0	0
OG0008334	0	0
OG0008335	0	0
OG0008336	0	0
OG0008337	0	0
OG0008338	0	0
OG0008339	0	0
OG0008340	0	0
OG0008341	0	0
OG0008342	0	0
OG0008343	0	0
OG0008344	1	1
OG0008345	0	0
OG0008346	0	0
OG0008347	1	1
OG0008348	0	0
OG0008349	0	0
OG0008350	0	0
OG0008351	0	0
OG0008352	0	0
OG0008353	0	0
OG0008354	2	2
OG0008355	0	0
OG0008356	0	0
OG0008357	0	0
OG0008358	0	0
OG0008359	0	0
OG0008360	0	0
OG0008361	0	0
OG0008362	0	0
OG0008363	0	0
OG0008364	0	0
OG0008365	0	0
OG0008366	0	0
OG0008367	0	0
OG0008368	1	1
OG0008369	0	0
OG0008370	0	0
OG0008371	0	0
OG0008372	0	0
OG0008373	0	0
OG0008374	0	0
OG0008375	0	0
OG0008376	0	0
OG0008377	0	0
OG0008378	0	0
OG0008379	0	0
OG0008380	0	0
OG0008381	0	0
OG0008382	3	3
OG0008383	0	0
OG0008384	0	0
OG0008385	0	0
OG0008386	0	0
OG0008387	0	0
OG0008388	0	0
OG0008389	0	0
OG0008390	0	0
OG0008391	0	0
OG0008392	0	0
OG0008393	0	0
OG0008394	0	0
OG0008395	0	0
OG0008396	0	0
OG0008397	0	0
OG0008398	0	0
OG0008399	0	0
OG0008400	0	0
OG0008401	0	0
OG0008402	0	0
OG0008403	0	0
OG0008404	0	0
OG0008405	0	0
OG0008406	0	0
OG0008407	0	0
OG0008408	0	0
OG0008409	0	0
OG0008410	0	0
OG0008411	0	0
OG0008412	0	0
OG0008413	0	0
OG0008414	0	0
OG0008415	0	0
OG0008416	0	0
OG0008417	1	1
OG0008418	0	0
OG0008419	0	0
OG0008420	0	0
OG0008421	0	0
OG0008422	0	0
OG0008423	0	0
OG0008424	0	0
OG0008425	0	0
OG0008426	0	0
OG0008427	0	0
OG0008428	0	0
OG0008429	0	0
OG0008430	0	0
OG0008431	0	0
OG0008432	0	0
OG0008433	0	0
OG0008434	0	0
OG0008435	0	0
OG0008436	0	0
OG0008437	0	0
OG0008438	0	0
OG0008439	0	0
OG0008440	1	1
OG0008441	0	0
OG0008442	0	0
OG0008443	0	0
OG0008444	0	0
OG0008445	0	0
OG0008446	0	0
OG0008447	0	0
OG0008448	0	0
OG0008449	0	0
OG0008450	0	0
OG0008451	0	0
OG0008452	0	0
OG0008453	0	0
OG0008454	0	0
OG0008455	0	0
OG0008456	0	0
OG0008457	0	0
OG0008458	0	0
OG0008459	0	0
OG0008460	1	1
OG0008461	0	0
OG0008462	0	0
OG0008463	0	0
OG0008464	0	0
OG0008465	0	0
OG0008466	0	0
OG0008467	0	0
OG0008468	0	0
OG0008469	0	0
OG0008470	0	0
OG0008471	0	0
OG0008472	0	0
OG0008473	0	0
OG0008474	0	0
OG0008475	0	0
OG0008476	0	0
OG0008477	0	0
OG0008478	0	0
OG0008479	0	0
OG0008480	0	0
OG0008481	0	0
OG0008482	0	0
OG0008483	0	0
OG0008484	0	0
OG0008485	0	0
OG0008486	0	0
OG0008487	0	0
OG0008488	0	0
OG0008489	0	0
OG0008490	0	0
OG0008491	0	0
OG0008492	0	0
OG0008493	0	0
OG0008494	0	0
OG0008495	0	0
OG0008496	0	0
OG0008497	0	0
OG0008498	0	0
OG0008499	0	0
OG0008500	0	0
OG0008501	0	0
OG0008502	0	0
OG0008503	0	0
OG0008504	0	0
OG0008505	0	0
OG0008506	0	0
OG0008507	0	0
OG0008508	0	0
OG0008509	0	0
OG0008510	0	0
OG0008511	0	0
OG0008512	0	0
OG0008513	1	1
OG0008514	0	0
OG0008515	0	0
OG0008516	0	0
OG0008517	0	0
OG0008518	0	0
OG0008519	0	0
OG0008520	0	0
OG0008521	0	0
OG0008522	0	0
OG0008523	0	0
OG0008524	0	0
OG0008525	0	0
OG0008526	0	0
OG0008527	0	0
OG0008528	0	0
OG0008529	0	0
OG0008530	0	0
OG0008531	0	0
OG0008532	0	0
OG0008533	0	0
OG0008534	0	0
OG0008535	0	0
OG0008536	0	0
OG0008537	0	0
OG0008538	0	0
OG0008539	0	0
OG0008540	0	0
OG0008541	0	0
OG0008542	0	0
OG0008543	0	0
OG0008544	0	0
OG0008545	0	0
OG0008546	0	0
OG0008547	0	0
OG0008548	0	0
OG0008549	0	0
OG0008550	0	0
OG0008551	0	0
OG0008552	0	0
OG0008553	0	0
OG0008554	0	0
OG0008555	0	0
OG0008556	0	0
OG0008557	0	0
OG0008558	0	0
OG0008559	0	0
OG0008560	0	0
OG0008561	0	0
OG0008562	0	0
OG0008563	0	0
OG0008564	0	0
OG0008565	0	0
OG0008566	0	0
OG0008567	0	0
OG0008568	0	0
OG0008569	0	0
OG0008570	0	0
OG0008571	0	0
OG0008572	0	0
OG0008573	0	0
OG0008574	0	0
OG0008575	0	0
OG0008576	0	0
OG0008577	0	0
OG0008578	0	0
OG0008579	0	0
OG0008580	0	0
OG0008581	0	0
OG0008582	0	0
OG0008583	0	0
OG0008584	0	0
OG0008585	0	0
OG0008586	0	0
OG0008587	0	0
OG0008588	0	0
OG0008589	0	0
OG0008590	0	0
OG0008591	0	0
OG0008592	0	0
OG0008593	0	0
OG0008594	0	0
OG0008595	0	0
OG0008596	0	0
OG0008597	0	0
OG0008598	0	0
OG0008599	0	0
OG0008600	0	0
OG0008601	0	0
OG0008602	0	0
OG0008603	0	0
OG0008604	0	0
OG0008605	0	0
OG0008606	0	0
OG0008607	0	0
OG0008608	0	0
OG0008609	0	0
OG0008610	0	0
OG0008611	0	0
OG0008612	0	0
OG0008613	0	0
OG0008614	0	0
OG0008615	0	0
OG0008616	0	0
OG0008617	0	0
OG0008618	0	0
OG0008619	0	0
OG0008620	0	0
OG0008621	0	0
OG0008622	0	0
OG0008623	0	0
OG0008624	0	0
OG0008625	0	0
OG0008626	0	0
OG0008627	0	0
OG0008628	0	0
OG0008629	0	0
OG0008630	0	0
OG0008631	0	0
OG0008632	0	0
OG0008633	0	0
OG0008634	0	0
OG0008635	0	0
OG0008636	0	0
OG0008637	0	0
OG0008638	0	0
OG0008639	0	0
OG0008640	0	0
OG0008641	0	0
OG0008642	0	0
OG0008643	0	0
OG0008644	0	0
OG0008645	0	0
OG0008646	0	0
OG0008647	0	0
OG0008648	0	0
OG0008649	0	0
OG0008650	0	0
OG0008651	0	0
OG0008652	0	0
OG0008653	0	0
OG0008654	0	0
OG0008655	0	0
OG0008656	0	0
OG0008657	0	0
OG0008658	0	0
OG0008659	0	0
OG0008660	0	0
OG0008661	0	0
OG0008662	0	0
OG0008663	0	0
OG0008664	0	0
OG0008665	0	0
OG0008666	0	0
OG0008667	0	0
OG0008668	0	0
OG0008669	0	0
OG0008670	0	0
OG0008671	0	0
OG0008672	0	0
OG0008673	0	0
OG0008674	0	0
OG0008675	0	0
OG0008676	0	0
OG0008677	0	0
OG0008678	0	0
OG0008679	0	0
OG0008680	0	0
OG0008681	0	0
OG0008682	0	0
OG0008683	0	0
OG0008684	0	0
OG0008685	0	0
OG0008686	0	0
OG0008687	0	0
OG0008688	0	0
OG0008689	0	0
OG0008690	0	0
OG0008691	0	0
OG0008692	0	0
OG0008693	0	0
OG0008694	0	0
OG0008695	0	0
OG0008696	0	0
OG0008697	0	0
OG0008698	0	0
OG0008699	0	0
OG0008700	0	0
OG0008701	0	0
OG0008702	0	0
OG0008703	0	0
OG0008704	0	0
OG0008705	0	0
OG0008706	0	0
OG0008707	0	0
OG0008708	0	0
OG0008709	0	0
OG0008710	0	0
OG0008711	0	0
OG0008712	0	0
OG0008713	0	0
OG0008714	0	0
OG0008715	0	0
OG0008716	0	0
OG0008717	0	0
OG0008718	0	0
OG0008719	0	0
OG0008720	0	0
OG0008721	0	0
OG0008722	0	0
OG0008723	0	0
OG0008724	0	0
OG0008725	0	0
OG0008726	0	0
OG0008727	0	0
OG0008728	0	0
OG0008729	0	0
OG0008730	0	0
OG0008731	0	0
OG0008732	0	0
OG0008733	0	0
OG0008734	0	0
OG0008735	0	0
OG0008736	0	0
OG0008737	0	0
OG0008738	0	0
OG0008739	0	0
OG0008740	0	0
OG0008741	0	0
OG0008742	0	0
OG0008743	0	0
OG0008744	0	0
OG0008745	0	0
OG0008746	0	0
OG0008747	0	0
OG0008748	0	0
OG0008749	0	0
OG0008750	0	0
OG0008751	0	0
OG0008752	0	0
OG0008753	0	0
OG0008754	0	0
OG0008755	0	0
OG0008756	0	0
OG0008757	0	0
OG0008758	0	0
OG0008759	0	0
OG0008760	0	0
OG0008761	0	0
OG0008762	0	0
OG0008763	0	0
OG0008764	1	1
OG0008765	0	0
OG0008766	0	0
OG0008767	0	0
OG0008768	0	0
OG0008769	0	0
OG0008770	0	0
OG0008771	0	0
OG0008772	0	0
OG0008773	0	0
OG0008774	0	0
OG0008775	0	0
OG0008776	0	0
OG0008777	0	0
OG0008778	0	0
OG0008779	0	0
OG0008780	0	0
OG0008781	0	0
OG0008782	0	0
OG0008783	0	0
OG0008784	0	0
OG0008785	0	0
OG0008786	0	0
OG0008787	0	0
OG0008788	0	0
OG0008789	0	0
OG0008790	0	0
OG0008791	0	0
OG0008792	0	0
OG0008793	0	0
OG0008794	0	0
OG0008795	0	0
OG0008796	0	0
OG0008797	0	0
OG0008798	0	0
OG0008799	0	0
OG0008800	0	0
OG0008801	0	0
OG0008802	0	0
OG0008803	0	0
OG0008804	0	0
OG0008805	0	0
OG0008806	0	0
OG0008807	0	0
OG0008808	0	0
OG0008809	0	0
OG0008810	0	0
OG0008811	0	0
OG0008812	0	0
OG0008813	0	0
OG0008814	0	0
OG0008815	0	0
OG0008816	0	0
OG0008817	0	0
OG0008818	0	0
OG0008819	0	0
OG0008820	0	0
OG0008821	0	0
OG0008822	0	0
OG0008823	0	0
OG0008824	0	0
OG0008825	0	0
OG0008826	0	0
OG0008827	0	0
OG0008828	0	0
OG0008829	0	0
OG0008830	0	0
OG0008831	0	0
OG0008832	0	0
OG0008833	0	0
OG0008834	0	0
OG0008835	0	0
OG0008836	0	0
OG0008837	0	0
OG0008838	0	0
OG0008839	0	0
OG0008840	0	0
OG0008841	0	0
OG0008842	0	0
OG0008843	0	0
OG0008844	0	0
OG0008845	0	0
OG0008846	0	0
OG0008847	0	0
OG0008848	0	0
OG0008849	0	0
OG0008850	0	0
OG0008851	0	0
OG0008852	0	0
OG0008853	0	0
OG0008854	0	0
OG0008855	0	0
OG0008856	0	0
OG0008857	0	0
OG0008858	0	0
OG0008859	0	0
OG0008860	0	0
OG0008861	0	0
OG0008862	0	0
OG0008863	0	0
OG0008864	0	0
OG0008865	0	0
OG0008866	0	0
OG0008867	0	0
OG0008868	0	0
OG0008869	0	0
OG0008870	0	0
OG0008871	0	0
OG0008872	0	0
OG0008873	0	0
OG0008874	0	0
OG0008875	0	0
OG0008876	0	0
OG0008877	0	0
OG0008878	0	0
OG0008879	0	0
OG0008880	0	0
OG0008881	0	0
OG0008882	0	0
OG0008883	0	0
OG0008884	0	0
OG0008885	0	0
OG0008886	0	0
OG0008887	0	0
OG0008888	0	0
OG0008889	0	0
OG0008890	0	0
OG0008891	0	0
OG0008892	0	0
OG0008893	0	0
OG0008894	0	0
OG0008895	0	0
OG0008896	0	0
OG0008897	0	0
OG0008898	0	0
OG0008899	0	0
OG0008900	0	0
OG0008901	0	0
OG0008902	0	0
OG0008903	0	0
OG0008904	0	0
OG0008905	0	0
OG0008906	0	0
OG0008907	0	0
OG0008908	0	0
OG0008909	0	0
OG0008910	0	0
OG0008911	0	0
OG0008912	0	0
OG0008913	0	0
OG0008914	0	0
OG0008915	0	0
OG0008916	0	0
OG0008917	0	0
OG0008918	0	0
OG0008919	1	1
OG0008920	0	0
OG0008921	0	0
OG0008922	0	0
OG0008923	0	0
OG0008924	0	0
OG0008925	0	0
OG0008926	0	0
OG0008927	0	0
OG0008928	0	0
OG0008929	0	0
OG0008930	0	0
OG0008931	0	0
OG0008932	0	0
OG0008933	0	0
OG0008934	0	0
OG0008935	0	0
OG0008936	0	0
OG0008937	0	0
OG0008938	0	0
OG0008939	0	0
OG0008940	0	0
OG0008941	0	0
OG0008942	0	0
OG0008943	0	0
OG0008944	0	0
OG0008945	0	0
OG0008946	0	0
OG0008947	0	0
OG0008948	0	0
OG0008949	0	0
OG0008950	0	0
OG0008951	0	0
OG0008952	0	0
OG0008953	0	0
OG0008954	0	0
OG0008955	0	0
OG0008956	0	0
OG0008957	0	0
OG0008958	0	0
OG0008959	0	0
OG0008960	0	0
OG0008961	0	0
OG0008962	0	0
OG0008963	0	0
OG0008964	0	0
OG0008965	0	0
OG0008966	0	0
OG0008967	0	0
OG0008968	0	0
OG0008969	0	0
OG0008970	0	0
OG0008971	0	0
OG0008972	0	0
OG0008973	0	0
OG0008974	0	0
OG0008975	0	0
OG0008976	0	0
OG0008977	0	0
OG0008978	0	0
OG0008979	0	0
OG0008980	0	0
OG0008981	0	0
OG0008982	0	0
OG0008983	0	0
OG0008984	0	0
OG0008985	0	0
OG0008986	0	0
OG0008987	0	0
OG0008988	0	0
OG0008989	0	0
OG0008990	0	0
OG0008991	0	0
OG0008992	0	0
OG0008993	0	0
OG0008994	0	0
OG0008995	0	0
OG0008996	0	0
OG0008997	0	0
OG0008998	0	0
OG0008999	0	0
OG0009000	0	0
OG0009001	0	0
OG0009002	0	0
OG0009003	0	0
OG0009004	0	0
OG0009005	0	0
OG0009006	0	0
OG0009007	0	0
OG0009008	0	0
OG0009009	0	0
OG0009010	0	0
OG0009011	0	0
OG0009012	0	0
OG0009013	0	0
OG0009014	0	0
OG0009015	0	0
OG0009016	0	0
OG0009017	0	0
OG0009018	0	0
OG0009019	0	0
OG0009020	0	0
OG0009021	0	0
OG0009022	0	0
OG0009023	0	0
OG0009024	0	0
OG0009025	0	0
OG0009026	0	0
OG0009027	0	0
OG0009028	0	0
OG0009029	0	0
OG0009030	0	0
OG0009031	0	0
OG0009032	0	0
OG0009033	0	0
OG0009034	3	3
OG0009035	0	0
OG0009036	0	0
OG0009037	0	0
OG0009038	0	0
OG0009039	0	0
OG0009040	0	0
OG0009041	0	0
OG0009042	0	0
OG0009043	0	0
OG0009044	1	1
OG0009045	0	0
OG0009046	0	0
OG0009047	0	0
OG0009048	0	0
OG0009049	0	0
OG0009050	0	0
OG0009051	0	0
OG0009052	0	0
OG0009053	0	0
OG0009054	0	0
OG0009055	0	0
OG0009056	0	0
OG0009057	0	0
OG0009058	0	0
OG0009059	0	0
OG0009060	0	0
OG0009061	0	0
OG0009062	0	0
OG0009063	0	0
OG0009064	0	0
OG0009065	0	0
OG0009066	0	0
OG0009067	0	0
OG0009068	0	0
OG0009069	0	0
OG0009070	0	0
OG0009071	0	0
OG0009072	0	0
OG0009073	0	0
OG0009074	0	0
OG0009075	0	0
OG0009076	0	0
OG0009077	0	0
OG0009078	0	0
OG0009079	0	0
OG0009080	0	0
OG0009081	0	0
OG0009082	0	0
OG0009083	0	0
OG0009084	0	0
OG0009085	0	0
OG0009086	0	0
OG0009087	0	0
OG0009088	0	0
OG0009089	0	0
OG0009090	0	0
OG0009091	0	0
OG0009092	0	0
OG0009093	0	0
OG0009094	0	0
OG0009095	0	0
OG0009096	0	0
OG0009097	0	0
OG0009098	0	0
OG0009099	0	0
OG0009100	0	0
OG0009101	0	0
OG0009102	0	0
OG0009103	0	0
OG0009104	0	0
OG0009105	0	0
OG0009106	0	0
OG0009107	0	0
OG0009108	0	0
OG0009109	0	0
OG0009110	0	0
OG0009111	0	0
OG0009112	0	0
OG0009113	0	0
OG0009114	0	0
OG0009115	0	0
OG0009116	0	0
OG0009117	0	0
OG0009118	0	0
OG0009119	0	0
OG0009120	0	0
OG0009121	0	0
OG0009122	0	0
OG0009123	0	0
OG0009124	0	0
OG0009125	0	0
OG0009126	0	0
OG0009127	0	0
OG0009128	0	0
OG0009129	0	0
OG0009130	0	0
OG0009131	0	0
OG0009132	0	0
OG0009133	0	0
OG0009134	0	0
OG0009135	0	0
OG0009136	0	0
OG0009137	0	0
OG0009138	0	0
OG0009139	0	0
OG0009140	0	0
OG0009141	0	0
OG0009142	0	0
OG0009143	0	0
OG0009144	0	0
OG0009145	0	0
OG0009146	0	0
OG0009147	0	0
OG0009148	0	0
OG0009149	0	0
OG0009150	0	0
OG0009151	0	0
OG0009152	0	0
OG0009153	0	0
OG0009154	0	0
OG0009155	0	0
OG0009156	0	0
OG0009157	0	0
OG0009158	0	0
OG0009159	0	0
OG0009160	0	0
OG0009161	0	0
OG0009162	0	0
OG0009163	0	0
OG0009164	0	0
OG0009165	0	0
OG0009166	0	0
OG0009167	0	0
OG0009168	0	0
OG0009169	0	0
OG0009170	0	0
OG0009171	0	0
OG0009172	0	0
OG0009173	0	0
OG0009174	0	0
OG0009175	0	0
OG0009176	0	0
OG0009177	0	0
OG0009178	0	0
OG0009179	0	0
OG0009180	0	0
OG0009181	0	0
OG0009182	0	0
OG0009183	0	0
OG0009184	0	0
OG0009185	0	0
OG0009186	0	0
OG0009187	0	0
OG0009188	0	0
OG0009189	0	0
OG0009190	0	0
OG0009191	0	0
OG0009192	0	0
OG0009193	0	0
OG0009194	0	0
OG0009195	0	0
OG0009196	0	0
OG0009197	2	2
OG0009198	0	0
OG0009199	0	0
OG0009200	0	0
OG0009201	0	0
OG0009202	0	0
OG0009203	0	0
OG0009204	0	0
OG0009205	0	0
OG0009206	0	0
OG0009207	0	0
OG0009208	0	0
OG0009209	0	0
OG0009210	0	0
OG0009211	0	0
OG0009212	0	0
OG0009213	0	0
OG0009214	0	0
OG0009215	0	0
OG0009216	0	0
OG0009217	0	0
OG0009218	0	0
OG0009219	0	0
OG0009220	0	0
OG0009221	0	0
OG0009222	0	0
OG0009223	0	0
OG0009224	0	0
OG0009225	0	0
OG0009226	0	0
OG0009227	0	0
OG0009228	0	0
OG0009229	0	0
OG0009230	0	0
OG0009231	0	0
OG0009232	0	0
OG0009233	0	0
OG0009234	0	0
OG0009235	0	0
OG0009236	0	0
OG0009237	0	0
OG0009238	0	0
OG0009239	0	0
OG0009240	0	0
OG0009241	0	0
OG0009242	0	0
OG0009243	0	0
OG0009244	0	0
OG0009245	0	0
OG0009246	0	0
OG0009247	0	0
OG0009248	0	0
OG0009249	0	0
OG0009250	0	0
OG0009251	0	0
OG0009252	0	0
OG0009253	0	0
OG0009254	0	0
OG0009255	0	0
OG0009256	0	0
OG0009257	0	0
OG0009258	0	0
OG0009259	0	0
OG0009260	0	0
OG0009261	0	0
OG0009262	0	0
OG0009263	0	0
OG0009264	0	0
OG0009265	0	0
OG0009266	0	0
OG0009267	1	1
OG0009268	0	0
OG0009269	0	0
OG0009270	0	0
OG0009271	0	0
OG0009272	0	0
OG0009273	0	0
OG0009274	0	0
OG0009275	0	0
OG0009276	0	0
OG0009277	0	0
OG0009278	0	0
OG0009279	0	0
OG0009280	0	0
OG0009281	0	0
OG0009282	0	0
OG0009283	0	0
OG0009284	0	0
OG0009285	0	0
OG0009286	0	0
OG0009287	0	0
OG0009288	0	0
OG0009289	0	0
OG0009290	0	0
OG0009291	0	0
OG0009292	0	0
OG0009293	0	0
OG0009294	0	0
OG0009295	0	0
OG0009296	0	0
OG0009297	0	0
OG0009298	0	0
OG0009299	0	0
OG0009300	0	0
OG0009301	0	0
OG0009302	0	0
OG0009303	0	0
OG0009304	0	0
OG0009305	0	0
OG0009306	0	0
OG0009307	0	0
OG0009308	0	0
OG0009309	0	0
OG0009310	0	0
OG0009311	0	0
OG0009312	0	0
OG0009313	0	0
OG0009314	0	0
OG0009315	0	0
OG0009316	0	0
OG0009317	0	0
OG0009318	0	0
OG0009319	0	0
OG0009320	0	0
OG0009321	0	0
OG0009322	0	0
OG0009323	0	0
OG0009324	0	0
OG0009325	0	0
OG0009326	0	0
OG0009327	0	0
OG0009328	0	0
OG0009329	0	0
OG0009330	0	0
OG0009331	0	0
OG0009332	0	0
OG0009333	0	0
OG0009334	0	0
OG0009335	0	0
OG0009336	0	0
OG0009337	0	0
OG0009338	0	0
OG0009339	0	0
OG0009340	0	0
OG0009341	0	0
OG0009342	0	0
OG0009343	0	0
OG0009344	0	0
OG0009345	0	0
OG0009346	0	0
OG0009347	0	0
OG0009348	0	0
OG0009349	0	0
OG0009350	0	0
OG0009351	0	0
OG0009352	0	0
OG0009353	0	0
OG0009354	0	0
OG0009355	0	0
OG0009356	0	0
OG0009357	0	0
OG0009358	0	0
OG0009359	0	0
